"","obs_error","rate_of_change","replicate","sim_fisher_min","sim_log_fisher_min","regime_shift_time"
"1491",0.3,-4e-04,1491,296,208,236
"1492",0,-5e-04,1492,234,232,189
"1493",0.05,-5e-04,1493,235,233,189
"1494",0.1,-5e-04,1494,235,233,189
"1495",0.15,-5e-04,1495,235,233,189
"1496",0.2,-5e-04,1496,235,232,189
"1497",0.25,-5e-04,1497,235,234,189
"1498",0.3,-5e-04,1498,234,231,189
"1499",0,-6e-04,1499,202,203,157
"1500",0.05,-6e-04,1500,203,203,157
"1501",0.1,-6e-04,1501,202,203,157
"1502",0.15,-6e-04,1502,206,201,157
"1503",0.2,-6e-04,1503,204,204,157
"1504",0.25,-6e-04,1504,206,202,157
"1505",0.3,-6e-04,1505,202,200,157
"1506",0,-7e-04,1506,190,106,135
"1507",0.05,-7e-04,1507,190,106,135
"1508",0.1,-7e-04,1508,190,105,135
"1509",0.15,-7e-04,1509,191,104,135
"1510",0.2,-7e-04,1510,191,108,135
"1511",0.25,-7e-04,1511,190,106,135
"1512",0.3,-7e-04,1512,192,103,135
"1513",0,-8e-04,1513,162,159,118
"1514",0.05,-8e-04,1514,162,159,118
"1515",0.1,-8e-04,1515,162,159,118
"1516",0.15,-8e-04,1516,162,159,118
"1517",0.2,-8e-04,1517,162,159,118
"1518",0.25,-8e-04,1518,162,159,118
"1519",0.3,-8e-04,1519,162,159,118
"1520",0,-9e-04,1520,157,155,105
"1521",0.05,-9e-04,1521,157,155,105
"1522",0.1,-9e-04,1522,157,155,105
"1523",0.15,-9e-04,1523,157,155,105
"1524",0.2,-9e-04,1524,157,155,105
"1525",0.25,-9e-04,1525,157,155,105
"1526",0.3,-9e-04,1526,157,156,105
"1527",0,-0.001,1527,141,73,95
"1528",0.05,-0.001,1528,140,73,95
"1529",0.1,-0.001,1529,140,72,95
"1530",0.15,-0.001,1530,146,72,95
"1531",0.2,-0.001,1531,145,72,95
"1532",0.25,-0.001,1532,145,73,95
"1533",0.3,-0.001,1533,146,69,95
"1534",0,-0.0011,1534,128,125,86
"1535",0.05,-0.0011,1535,128,125,86
"1536",0.1,-0.0011,1536,128,125,86
"1537",0.15,-0.0011,1537,128,125,86
"1538",0.2,-0.0011,1538,129,125,86
"1539",0.25,-0.0011,1539,128,125,86
"1540",0.3,-0.0011,1540,129,126,86
"1541",0,-2e-04,1541,539,462,473
"1542",0.05,-2e-04,1542,541,462,473
"1543",0.1,-2e-04,1543,539,543,473
"1544",0.15,-2e-04,1544,540,462,473
"1545",0.2,-2e-04,1545,542,547,473
"1546",0.25,-2e-04,1546,538,540,473
"1547",0.3,-2e-04,1547,490,462,473
"1548",0,-3e-04,1548,370,369,314
"1549",0.05,-3e-04,1549,370,369,314
"1550",0.1,-3e-04,1550,370,369,314
"1551",0.15,-3e-04,1551,371,369,314
"1552",0.2,-3e-04,1552,371,369,314
"1553",0.25,-3e-04,1553,370,369,314
"1554",0.3,-3e-04,1554,369,367,314
"1555",0,-4e-04,1555,296,298,236
"1556",0.05,-4e-04,1556,296,298,236
"1557",0.1,-4e-04,1557,295,297,236
"1558",0.15,-4e-04,1558,297,299,236
"1559",0.2,-4e-04,1559,296,209,236
"1560",0.25,-4e-04,1560,297,302,236
"1561",0.3,-4e-04,1561,294,208,236
"1562",0,-5e-04,1562,234,232,189
"1563",0.05,-5e-04,1563,235,232,189
"1564",0.1,-5e-04,1564,235,232,189
"1565",0.15,-5e-04,1565,234,232,189
"1566",0.2,-5e-04,1566,235,234,189
"1567",0.25,-5e-04,1567,233,231,189
"1568",0.3,-5e-04,1568,235,233,189
"1569",0,-6e-04,1569,202,203,157
"1570",0.05,-6e-04,1570,202,203,157
"1571",0.1,-6e-04,1571,202,202,157
"1572",0.15,-6e-04,1572,203,204,157
"1573",0.2,-6e-04,1573,202,205,157
"1574",0.25,-6e-04,1574,203,204,157
"1575",0.3,-6e-04,1575,202,201,157
"1576",0,-7e-04,1576,190,106,135
"1577",0.05,-7e-04,1577,190,106,135
"1578",0.1,-7e-04,1578,190,106,135
"1579",0.15,-7e-04,1579,190,190,135
"1580",0.2,-7e-04,1580,191,105,135
"1581",0.25,-7e-04,1581,191,105,135
"1582",0.3,-7e-04,1582,191,21,135
"1583",0,-8e-04,1583,162,159,118
"1584",0.05,-8e-04,1584,162,159,118
"1585",0.1,-8e-04,1585,162,159,118
"1586",0.15,-8e-04,1586,161,159,118
"1587",0.2,-8e-04,1587,162,159,118
"1588",0.25,-8e-04,1588,162,160,118
"1589",0.3,-8e-04,1589,161,158,118
"1590",0,-9e-04,1590,157,155,105
"1591",0.05,-9e-04,1591,157,155,105
"1592",0.1,-9e-04,1592,156,155,105
"1593",0.15,-9e-04,1593,156,155,105
"1594",0.2,-9e-04,1594,157,155,105
"1595",0.25,-9e-04,1595,157,155,105
"1596",0.3,-9e-04,1596,157,155,105
"1597",0,-0.001,1597,141,73,95
"1598",0.05,-0.001,1598,141,73,95
"1599",0.1,-0.001,1599,141,73,95
"1600",0.15,-0.001,1600,148,73,95
"1601",0.2,-0.001,1601,139,73,95
"1602",0.25,-0.001,1602,141,73,95
"1603",0.3,-0.001,1603,153,73,95
"1604",0,-0.0011,1604,128,125,86
"1605",0.05,-0.0011,1605,128,125,86
"1606",0.1,-0.0011,1606,128,125,86
"1607",0.15,-0.0011,1607,129,126,86
"1608",0.2,-0.0011,1608,128,125,86
"1609",0.25,-0.0011,1609,127,124,86
"1610",0.3,-0.0011,1610,128,126,86
"1611",0,-2e-04,1611,539,462,473
"1612",0.05,-2e-04,1612,539,542,473
"1613",0.1,-2e-04,1613,538,544,473
"1614",0.15,-2e-04,1614,540,599,473
"1615",0.2,-2e-04,1615,538,543,473
"1616",0.25,-2e-04,1616,539,461,473
"1617",0.3,-2e-04,1617,536,546,473
"1618",0,-3e-04,1618,370,369,314
"1619",0.05,-3e-04,1619,370,369,314
"1620",0.1,-3e-04,1620,370,369,314
"1621",0.15,-3e-04,1621,370,369,314
"1622",0.2,-3e-04,1622,370,368,314
"1623",0.25,-3e-04,1623,372,371,314
"1624",0.3,-3e-04,1624,371,369,314
"1625",0,-4e-04,1625,296,298,236
"1626",0.05,-4e-04,1626,296,299,236
"1627",0.1,-4e-04,1627,295,297,236
"1628",0.15,-4e-04,1628,296,299,236
"1629",0.2,-4e-04,1629,297,298,236
"1630",0.25,-4e-04,1630,297,209,236
"1631",0.3,-4e-04,1631,296,211,236
"1632",0,-5e-04,1632,234,232,189
"1633",0.05,-5e-04,1633,234,232,189
"1634",0.1,-5e-04,1634,234,232,189
"1635",0.15,-5e-04,1635,235,233,189
"1636",0.2,-5e-04,1636,235,238,189
"1637",0.25,-5e-04,1637,235,233,189
"1638",0.3,-5e-04,1638,235,232,189
"1639",0,-6e-04,1639,202,203,157
"1640",0.05,-6e-04,1640,203,203,157
"1641",0.1,-6e-04,1641,202,204,157
"1642",0.15,-6e-04,1642,201,200,157
"1643",0.2,-6e-04,1643,203,204,157
"1644",0.25,-6e-04,1644,203,203,157
"1645",0.3,-6e-04,1645,202,203,157
"1646",0,-7e-04,1646,190,106,135
"1647",0.05,-7e-04,1647,190,105,135
"1648",0.1,-7e-04,1648,190,105,135
"1649",0.15,-7e-04,1649,190,22,135
"1650",0.2,-7e-04,1650,189,189,135
"1651",0.25,-7e-04,1651,191,105,135
"1652",0.3,-7e-04,1652,191,102,135
"1653",0,-8e-04,1653,162,159,118
"1654",0.05,-8e-04,1654,162,159,118
"1655",0.1,-8e-04,1655,161,159,118
"1656",0.15,-8e-04,1656,162,159,118
"1657",0.2,-8e-04,1657,162,159,118
"1658",0.25,-8e-04,1658,162,159,118
"1659",0.3,-8e-04,1659,162,159,118
"1660",0,-9e-04,1660,157,155,105
"1661",0.05,-9e-04,1661,157,155,105
"1662",0.1,-9e-04,1662,156,155,105
"1663",0.15,-9e-04,1663,157,155,105
"1664",0.2,-9e-04,1664,156,155,105
"1665",0.25,-9e-04,1665,156,74,105
"1666",0.3,-9e-04,1666,158,157,105
"1667",0,-0.001,1667,141,73,95
"1668",0.05,-0.001,1668,142,73,95
"1669",0.1,-0.001,1669,140,73,95
"1670",0.15,-0.001,1670,146,73,95
"1671",0.2,-0.001,1671,148,73,95
"1672",0.25,-0.001,1672,140,69,95
"1673",0.3,-0.001,1673,144,73,95
"1674",0,-0.0011,1674,128,125,86
"1675",0.05,-0.0011,1675,128,125,86
"1676",0.1,-0.0011,1676,128,125,86
"1677",0.15,-0.0011,1677,128,125,86
"1678",0.2,-0.0011,1678,129,126,86
"1679",0.25,-0.0011,1679,129,126,86
"1680",0.3,-0.0011,1680,128,125,86
"1681",0,-2e-04,1681,539,462,473
"1682",0.05,-2e-04,1682,539,462,473
"1683",0.1,-2e-04,1683,540,542,473
"1684",0.15,-2e-04,1684,539,543,473
"1685",0.2,-2e-04,1685,550,462,473
"1686",0.25,-2e-04,1686,546,462,473
"1687",0.3,-2e-04,1687,541,547,473
"1688",0,-3e-04,1688,370,369,314
"1689",0.05,-3e-04,1689,370,369,314
"1690",0.1,-3e-04,1690,370,369,314
"1691",0.15,-3e-04,1691,370,369,314
"1692",0.2,-3e-04,1692,370,368,314
"1693",0.25,-3e-04,1693,370,369,314
"1694",0.3,-3e-04,1694,372,371,314
"1695",0,-4e-04,1695,296,298,236
"1696",0.05,-4e-04,1696,296,213,236
"1697",0.1,-4e-04,1697,296,300,236
"1698",0.15,-4e-04,1698,297,300,236
"1699",0.2,-4e-04,1699,297,299,236
"1700",0.25,-4e-04,1700,298,213,236
"1701",0.3,-4e-04,1701,298,213,236
"1702",0,-5e-04,1702,234,232,189
"1703",0.05,-5e-04,1703,234,232,189
"1704",0.1,-5e-04,1704,235,232,189
"1705",0.15,-5e-04,1705,234,232,189
"1706",0.2,-5e-04,1706,235,232,189
"1707",0.25,-5e-04,1707,237,239,189
"1708",0.3,-5e-04,1708,236,237,189
"1709",0,-6e-04,1709,202,203,157
"1710",0.05,-6e-04,1710,202,203,157
"1711",0.1,-6e-04,1711,202,203,157
"1712",0.15,-6e-04,1712,202,201,157
"1713",0.2,-6e-04,1713,202,201,157
"1714",0.25,-6e-04,1714,201,201,157
"1715",0.3,-6e-04,1715,201,203,157
"1716",0,-7e-04,1716,190,106,135
"1717",0.05,-7e-04,1717,190,105,135
"1718",0.1,-7e-04,1718,190,106,135
"1719",0.15,-7e-04,1719,191,106,135
"1720",0.2,-7e-04,1720,190,105,135
"1721",0.25,-7e-04,1721,189,104,135
"1722",0.3,-7e-04,1722,191,101,135
"1723",0,-8e-04,1723,162,159,118
"1724",0.05,-8e-04,1724,162,159,118
"1725",0.1,-8e-04,1725,162,160,118
"1726",0.15,-8e-04,1726,161,159,118
"1727",0.2,-8e-04,1727,162,159,118
"1728",0.25,-8e-04,1728,162,160,118
"1729",0.3,-8e-04,1729,163,161,118
"1730",0,-9e-04,1730,157,155,105
"1731",0.05,-9e-04,1731,157,155,105
"1732",0.1,-9e-04,1732,156,155,105
"1733",0.15,-9e-04,1733,157,155,105
"1734",0.2,-9e-04,1734,156,154,105
"1735",0.25,-9e-04,1735,157,155,105
"1736",0.3,-9e-04,1736,159,76,105
"1737",0,-0.001,1737,141,73,95
"1738",0.05,-0.001,1738,143,72,95
"1739",0.1,-0.001,1739,140,73,95
"1740",0.15,-0.001,1740,149,72,95
"1741",0.2,-0.001,1741,140,73,95
"1742",0.25,-0.001,1742,148,71,95
"1743",0.3,-0.001,1743,139,71,95
"1744",0,-0.0011,1744,128,125,86
"1745",0.05,-0.0011,1745,128,125,86
"1746",0.1,-0.0011,1746,128,125,86
"1747",0.15,-0.0011,1747,127,124,86
"1748",0.2,-0.0011,1748,128,125,86
"1749",0.25,-0.0011,1749,130,126,86
"1750",0.3,-0.0011,1750,129,125,86
"1751",0,-2e-04,1751,539,462,473
"1752",0.05,-2e-04,1752,539,542,473
"1753",0.1,-2e-04,1753,538,599,473
"1754",0.15,-2e-04,1754,541,462,473
"1755",0.2,-2e-04,1755,541,462,473
"1756",0.25,-2e-04,1756,538,543,473
"1757",0.3,-2e-04,1757,549,462,473
"1758",0,-3e-04,1758,370,369,314
"1759",0.05,-3e-04,1759,370,369,314
"1760",0.1,-3e-04,1760,370,369,314
"1761",0.15,-3e-04,1761,370,369,314
"1762",0.2,-3e-04,1762,371,369,314
"1763",0.25,-3e-04,1763,371,369,314
"1764",0.3,-3e-04,1764,369,368,314
"1765",0,-4e-04,1765,296,298,236
"1766",0.05,-4e-04,1766,295,298,236
"1767",0.1,-4e-04,1767,297,301,236
"1768",0.15,-4e-04,1768,297,299,236
"1769",0.2,-4e-04,1769,296,213,236
"1770",0.25,-4e-04,1770,298,206,236
"1771",0.3,-4e-04,1771,296,297,236
"1772",0,-5e-04,1772,234,232,189
"1773",0.05,-5e-04,1773,235,232,189
"1774",0.1,-5e-04,1774,235,233,189
"1775",0.15,-5e-04,1775,235,233,189
"1776",0.2,-5e-04,1776,235,232,189
"1777",0.25,-5e-04,1777,235,233,189
"1778",0.3,-5e-04,1778,236,239,189
"1779",0,-6e-04,1779,202,203,157
"1780",0.05,-6e-04,1780,202,203,157
"1781",0.1,-6e-04,1781,202,202,157
"1782",0.15,-6e-04,1782,202,204,157
"1783",0.2,-6e-04,1783,202,200,157
"1784",0.25,-6e-04,1784,202,203,157
"1785",0.3,-6e-04,1785,201,203,157
"1786",0,-7e-04,1786,190,106,135
"1787",0.05,-7e-04,1787,190,106,135
"1788",0.1,-7e-04,1788,190,106,135
"1789",0.15,-7e-04,1789,190,105,135
"1790",0.2,-7e-04,1790,190,105,135
"1791",0.25,-7e-04,1791,191,105,135
"1792",0.3,-7e-04,1792,191,106,135
"1793",0,-8e-04,1793,162,159,118
"1794",0.05,-8e-04,1794,162,159,118
"1795",0.1,-8e-04,1795,162,159,118
"1796",0.15,-8e-04,1796,161,159,118
"1797",0.2,-8e-04,1797,162,159,118
"1798",0.25,-8e-04,1798,162,159,118
"1799",0.3,-8e-04,1799,162,159,118
"1800",0,-9e-04,1800,157,155,105
"1801",0.05,-9e-04,1801,156,155,105
"1802",0.1,-9e-04,1802,157,155,105
"1803",0.15,-9e-04,1803,157,155,105
"1804",0.2,-9e-04,1804,156,155,105
"1805",0.25,-9e-04,1805,158,156,105
"1806",0.3,-9e-04,1806,158,74,105
"1807",0,-0.001,1807,141,73,95
"1808",0.05,-0.001,1808,140,73,95
"1809",0.1,-0.001,1809,152,72,95
"1810",0.15,-0.001,1810,151,73,95
"1811",0.2,-0.001,1811,148,73,95
"1812",0.25,-0.001,1812,142,73,95
"1813",0.3,-0.001,1813,151,72,95
"1814",0,-0.0011,1814,128,125,86
"1815",0.05,-0.0011,1815,128,125,86
"1816",0.1,-0.0011,1816,128,125,86
"1817",0.15,-0.0011,1817,128,125,86
"1818",0.2,-0.0011,1818,129,125,86
"1819",0.25,-0.0011,1819,129,126,86
"1820",0.3,-0.0011,1820,128,126,86
"1821",0,-2e-04,1821,539,462,473
"1822",0.05,-2e-04,1822,539,543,473
"1823",0.1,-2e-04,1823,540,462,473
"1824",0.15,-2e-04,1824,541,544,473
"1825",0.2,-2e-04,1825,539,547,473
"1826",0.25,-2e-04,1826,549,462,473
"1827",0.3,-2e-04,1827,541,463,473
"1828",0,-3e-04,1828,370,369,314
"1829",0.05,-3e-04,1829,370,369,314
"1830",0.1,-3e-04,1830,370,369,314
"1831",0.15,-3e-04,1831,370,368,314
"1832",0.2,-3e-04,1832,370,368,314
"1833",0.25,-3e-04,1833,369,368,314
"1834",0.3,-3e-04,1834,371,370,314
"1835",0,-4e-04,1835,296,298,236
"1836",0.05,-4e-04,1836,296,298,236
"1837",0.1,-4e-04,1837,296,213,236
"1838",0.15,-4e-04,1838,296,213,236
"1839",0.2,-4e-04,1839,296,299,236
"1840",0.25,-4e-04,1840,297,212,236
"1841",0.3,-4e-04,1841,299,303,236
"1842",0,-5e-04,1842,234,232,189
"1843",0.05,-5e-04,1843,234,232,189
"1844",0.1,-5e-04,1844,235,232,189
"1845",0.15,-5e-04,1845,235,233,189
"1846",0.2,-5e-04,1846,236,235,189
"1847",0.25,-5e-04,1847,235,232,189
"1848",0.3,-5e-04,1848,235,233,189
"1849",0,-6e-04,1849,202,203,157
"1850",0.05,-6e-04,1850,202,203,157
"1851",0.1,-6e-04,1851,202,204,157
"1852",0.15,-6e-04,1852,204,201,157
"1853",0.2,-6e-04,1853,203,204,157
"1854",0.25,-6e-04,1854,204,205,157
"1855",0.3,-6e-04,1855,203,205,157
"1856",0,-7e-04,1856,190,106,135
"1857",0.05,-7e-04,1857,190,105,135
"1858",0.1,-7e-04,1858,190,105,135
"1859",0.15,-7e-04,1859,190,21,135
"1860",0.2,-7e-04,1860,189,106,135
"1861",0.25,-7e-04,1861,190,106,135
"1862",0.3,-7e-04,1862,190,106,135
"1863",0,-8e-04,1863,162,159,118
"1864",0.05,-8e-04,1864,162,159,118
"1865",0.1,-8e-04,1865,162,160,118
"1866",0.15,-8e-04,1866,162,159,118
"1867",0.2,-8e-04,1867,162,159,118
"1868",0.25,-8e-04,1868,161,158,118
"1869",0.3,-8e-04,1869,162,160,118
"1870",0,-9e-04,1870,157,155,105
"1871",0.05,-9e-04,1871,157,155,105
"1872",0.1,-9e-04,1872,157,155,105
"1873",0.15,-9e-04,1873,157,155,105
"1874",0.2,-9e-04,1874,157,155,105
"1875",0.25,-9e-04,1875,157,155,105
"1876",0.3,-9e-04,1876,157,156,105
"1877",0,-0.001,1877,141,73,95
"1878",0.05,-0.001,1878,142,73,95
"1879",0.1,-0.001,1879,141,72,95
"1880",0.15,-0.001,1880,142,71,95
"1881",0.2,-0.001,1881,150,73,95
"1882",0.25,-0.001,1882,140,72,95
"1883",0.3,-0.001,1883,140,74,95
"1884",0,-0.0011,1884,128,125,86
"1885",0.05,-0.0011,1885,128,125,86
"1886",0.1,-0.0011,1886,128,124,86
"1887",0.15,-0.0011,1887,128,125,86
"1888",0.2,-0.0011,1888,128,125,86
"1889",0.25,-0.0011,1889,129,126,86
"1890",0.3,-0.0011,1890,129,125,86
"1891",0,-2e-04,1891,539,462,473
"1892",0.05,-2e-04,1892,539,542,473
"1893",0.1,-2e-04,1893,540,462,473
"1894",0.15,-2e-04,1894,538,545,473
"1895",0.2,-2e-04,1895,543,462,473
"1896",0.25,-2e-04,1896,539,542,473
"1897",0.3,-2e-04,1897,538,545,473
"1898",0,-3e-04,1898,370,369,314
"1899",0.05,-3e-04,1899,370,369,314
"1900",0.1,-3e-04,1900,370,368,314
"1901",0.15,-3e-04,1901,370,369,314
"1902",0.2,-3e-04,1902,370,369,314
"1903",0.25,-3e-04,1903,370,368,314
"1904",0.3,-3e-04,1904,370,369,314
"1905",0,-4e-04,1905,296,298,236
"1906",0.05,-4e-04,1906,295,298,236
"1907",0.1,-4e-04,1907,297,213,236
"1908",0.15,-4e-04,1908,296,299,236
"1909",0.2,-4e-04,1909,295,296,236
"1910",0.25,-4e-04,1910,300,214,236
"1911",0.3,-4e-04,1911,296,210,236
"1912",0,-5e-04,1912,234,232,189
"1913",0.05,-5e-04,1913,235,232,189
"1914",0.1,-5e-04,1914,235,233,189
"1915",0.15,-5e-04,1915,234,232,189
"1916",0.2,-5e-04,1916,235,233,189
"1917",0.25,-5e-04,1917,234,232,189
"1918",0.3,-5e-04,1918,234,232,189
"1919",0,-6e-04,1919,202,203,157
"1920",0.05,-6e-04,1920,202,203,157
"1921",0.1,-6e-04,1921,203,202,157
"1922",0.15,-6e-04,1922,201,202,157
"1923",0.2,-6e-04,1923,202,204,157
"1924",0.25,-6e-04,1924,201,199,157
"1925",0.3,-6e-04,1925,201,199,157
"1926",0,-7e-04,1926,190,106,135
"1927",0.05,-7e-04,1927,190,106,135
"1928",0.1,-7e-04,1928,191,105,135
"1929",0.15,-7e-04,1929,190,21,135
"1930",0.2,-7e-04,1930,190,106,135
"1931",0.25,-7e-04,1931,190,105,135
"1932",0.3,-7e-04,1932,190,103,135
"1933",0,-8e-04,1933,162,159,118
"1934",0.05,-8e-04,1934,162,159,118
"1935",0.1,-8e-04,1935,162,159,118
"1936",0.15,-8e-04,1936,162,159,118
"1937",0.2,-8e-04,1937,162,159,118
"1938",0.25,-8e-04,1938,162,159,118
"1939",0.3,-8e-04,1939,161,159,118
"1940",0,-9e-04,1940,157,155,105
"1941",0.05,-9e-04,1941,157,155,105
"1942",0.1,-9e-04,1942,157,155,105
"1943",0.15,-9e-04,1943,157,155,105
"1944",0.2,-9e-04,1944,156,155,105
"1945",0.25,-9e-04,1945,157,155,105
"1946",0.3,-9e-04,1946,157,156,105
"1947",0,-0.001,1947,141,73,95
"1948",0.05,-0.001,1948,140,73,95
"1949",0.1,-0.001,1949,149,72,95
"1950",0.15,-0.001,1950,151,72,95
"1951",0.2,-0.001,1951,144,73,95
"1952",0.25,-0.001,1952,139,72,95
"1953",0.3,-0.001,1953,106,71,95
"1954",0,-0.0011,1954,128,125,86
"1955",0.05,-0.0011,1955,128,125,86
"1956",0.1,-0.0011,1956,128,125,86
"1957",0.15,-0.0011,1957,128,125,86
"1958",0.2,-0.0011,1958,127,124,86
"1959",0.25,-0.0011,1959,128,125,86
"1960",0.3,-0.0011,1960,127,124,86
"1961",0,-2e-04,1961,539,462,473
"1962",0.05,-2e-04,1962,539,543,473
"1963",0.1,-2e-04,1963,539,544,473
"1964",0.15,-2e-04,1964,538,462,473
"1965",0.2,-2e-04,1965,546,462,473
"1966",0.25,-2e-04,1966,544,463,473
"1967",0.3,-2e-04,1967,538,543,473
"1968",0,-3e-04,1968,370,369,314
"1969",0.05,-3e-04,1969,370,369,314
"1970",0.1,-3e-04,1970,370,368,314
"1971",0.15,-3e-04,1971,370,369,314
"1972",0.2,-3e-04,1972,371,370,314
"1973",0.25,-3e-04,1973,371,369,314
"1974",0.3,-3e-04,1974,371,370,314
"1975",0,-4e-04,1975,296,298,236
"1976",0.05,-4e-04,1976,296,212,236
"1977",0.1,-4e-04,1977,296,208,236
"1978",0.15,-4e-04,1978,296,208,236
"1979",0.2,-4e-04,1979,298,206,236
"1980",0.25,-4e-04,1980,297,213,236
"1981",0.3,-4e-04,1981,297,210,236
"1982",0,-5e-04,1982,234,232,189
"1983",0.05,-5e-04,1983,235,233,189
"1984",0.1,-5e-04,1984,235,232,189
"1985",0.15,-5e-04,1985,235,232,189
"1986",0.2,-5e-04,1986,235,233,189
"1987",0.25,-5e-04,1987,234,232,189
"1988",0.3,-5e-04,1988,236,234,189
"1989",0,-6e-04,1989,202,203,157
"1990",0.05,-6e-04,1990,202,204,157
"1991",0.1,-6e-04,1991,202,203,157
"1992",0.15,-6e-04,1992,203,205,157
"1993",0.2,-6e-04,1993,203,205,157
"1994",0.25,-6e-04,1994,201,199,157
"1995",0.3,-6e-04,1995,203,204,157
"1996",0,-7e-04,1996,190,106,135
"1997",0.05,-7e-04,1997,190,106,135
"1998",0.1,-7e-04,1998,190,104,135
"1999",0.15,-7e-04,1999,190,105,135
"2000",0.2,-7e-04,2000,190,105,135
"2001",0.25,-7e-04,2001,191,190,135
"2002",0.3,-7e-04,2002,190,190,135
"2003",0,-8e-04,2003,162,159,118
"2004",0.05,-8e-04,2004,162,159,118
"2005",0.1,-8e-04,2005,162,159,118
"2006",0.15,-8e-04,2006,162,159,118
"2007",0.2,-8e-04,2007,162,160,118
"2008",0.25,-8e-04,2008,163,160,118
"2009",0.3,-8e-04,2009,162,159,118
"2010",0,-9e-04,2010,157,155,105
"2011",0.05,-9e-04,2011,157,155,105
"2012",0.1,-9e-04,2012,157,155,105
"2013",0.15,-9e-04,2013,157,155,105
"2014",0.2,-9e-04,2014,157,156,105
"2015",0.25,-9e-04,2015,156,154,105
"2016",0.3,-9e-04,2016,157,74,105
"2017",0,-0.001,2017,141,73,95
"2018",0.05,-0.001,2018,141,73,95
"2019",0.1,-0.001,2019,147,73,95
"2020",0.15,-0.001,2020,140,73,95
"2021",0.2,-0.001,2021,137,74,95
"2022",0.25,-0.001,2022,142,73,95
"2023",0.3,-0.001,2023,148,72,95
"2024",0,-0.0011,2024,128,125,86
"2025",0.05,-0.0011,2025,128,125,86
"2026",0.1,-0.0011,2026,128,125,86
"2027",0.15,-0.0011,2027,128,125,86
"2028",0.2,-0.0011,2028,127,124,86
"2029",0.25,-0.0011,2029,129,125,86
"2030",0.3,-0.0011,2030,127,124,86
"2031",0,-2e-04,2031,539,462,473
"2032",0.05,-2e-04,2032,538,541,473
"2033",0.1,-2e-04,2033,541,462,473
"2034",0.15,-2e-04,2034,546,462,473
"2035",0.2,-2e-04,2035,539,544,473
"2036",0.25,-2e-04,2036,540,462,473
"2037",0.3,-2e-04,2037,549,462,473
"2038",0,-3e-04,2038,370,369,314
"2039",0.05,-3e-04,2039,370,369,314
"2040",0.1,-3e-04,2040,370,368,314
"2041",0.15,-3e-04,2041,370,369,314
"2042",0.2,-3e-04,2042,371,370,314
"2043",0.25,-3e-04,2043,370,368,314
"2044",0.3,-3e-04,2044,371,370,314
"2045",0,-4e-04,2045,296,298,236
"2046",0.05,-4e-04,2046,296,213,236
"2047",0.1,-4e-04,2047,296,300,236
"2048",0.15,-4e-04,2048,296,298,236
"2049",0.2,-4e-04,2049,296,213,236
"2050",0.25,-4e-04,2050,297,208,236
"2051",0.3,-4e-04,2051,297,299,236
"2052",0,-5e-04,2052,234,232,189
"2053",0.05,-5e-04,2053,234,232,189
"2054",0.1,-5e-04,2054,234,232,189
"2055",0.15,-5e-04,2055,235,232,189
"2056",0.2,-5e-04,2056,234,232,189
"2057",0.25,-5e-04,2057,234,232,189
"2058",0.3,-5e-04,2058,237,235,189
"2059",0,-6e-04,2059,202,203,157
"2060",0.05,-6e-04,2060,203,204,157
"2061",0.1,-6e-04,2061,202,204,157
"2062",0.15,-6e-04,2062,202,203,157
"2063",0.2,-6e-04,2063,201,199,157
"2064",0.25,-6e-04,2064,202,200,157
"2065",0.3,-6e-04,2065,201,198,157
"2066",0,-7e-04,2066,190,106,135
"2067",0.05,-7e-04,2067,190,105,135
"2068",0.1,-7e-04,2068,190,105,135
"2069",0.15,-7e-04,2069,189,106,135
"2070",0.2,-7e-04,2070,191,104,135
"2071",0.25,-7e-04,2071,189,107,135
"2072",0.3,-7e-04,2072,190,191,135
"2073",0,-8e-04,2073,162,159,118
"2074",0.05,-8e-04,2074,162,159,118
"2075",0.1,-8e-04,2075,162,159,118
"2076",0.15,-8e-04,2076,163,160,118
"2077",0.2,-8e-04,2077,162,159,118
"2078",0.25,-8e-04,2078,163,160,118
"2079",0.3,-8e-04,2079,162,159,118
"2080",0,-9e-04,2080,157,155,105
"2081",0.05,-9e-04,2081,157,155,105
"2082",0.1,-9e-04,2082,157,155,105
"2083",0.15,-9e-04,2083,157,155,105
"2084",0.2,-9e-04,2084,157,155,105
"2085",0.25,-9e-04,2085,157,155,105
"2086",0.3,-9e-04,2086,158,75,105
"2087",0,-0.001,2087,141,73,95
"2088",0.05,-0.001,2088,140,73,95
"2089",0.1,-0.001,2089,140,73,95
"2090",0.15,-0.001,2090,145,72,95
"2091",0.2,-0.001,2091,141,73,95
"2092",0.25,-0.001,2092,142,73,95
"2093",0.3,-0.001,2093,143,73,95
"2094",0,-0.0011,2094,128,125,86
"2095",0.05,-0.0011,2095,128,125,86
"2096",0.1,-0.0011,2096,128,125,86
"2097",0.15,-0.0011,2097,128,125,86
"2098",0.2,-0.0011,2098,128,125,86
"2099",0.25,-0.0011,2099,129,126,86
"2100",0.3,-0.0011,2100,127,124,86
"2101",0,-2e-04,2101,539,462,473
"2102",0.05,-2e-04,2102,541,462,473
"2103",0.1,-2e-04,2103,540,462,473
"2104",0.15,-2e-04,2104,539,542,473
"2105",0.2,-2e-04,2105,539,542,473
"2106",0.25,-2e-04,2106,542,547,473
"2107",0.3,-2e-04,2107,540,462,473
